"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Meshes/Workspace/WorkspaceMaterials/bucketmat.bucketmat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/LadderMat.LadderMat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/box1mat.box1mat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/wallmat.wallmat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/fridgehandlemat.fridgehandlemat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/screenMedmat.screenMedmat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/floormat.floormat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/box4mat.box4mat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/box2mat.box2mat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/wall2mat.wall2mat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/screenlaptopmat.screenlaptopmat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/buckethookmat.buckethookmat","16","14","1","1","0.000000","0","113"
"/Game/Meshes/Workspace/WorkspaceMaterials/MM_Workspace.MM_Workspace","16","14","1","1","0.000000","0","113"
"/Game/Materials/MM_Floor.MM_Floor","16","14","1","1","0.000000","0","113"
"/Game/Materials/MM_Walls.MM_Walls","16","14","1","1","0.000000","0","113"
"/Game/Materials/NoMat.NoMat","16","14","1","1","27.979935","0","118"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","16","67","2","1","132.544846","0","2310"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","16","35","1","1","71.142601","0","543"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","16","35","1","1","75.597504","0","651"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","16","35","1","1","0.000000","0","651"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","16","28","1","1","55.868641","0","411"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","16","8","1","1","17.575327","0","45"
"/ControlRig/M_Manip.M_Manip","16","8","1","1","15.867849","0","45"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","16","44","2","2","96.444611","0","630"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","16","5","1","1","9.848507","0","19"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","16","4","1","1","6.305632","0","13"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","16","4","1","1","6.939233","0","13"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","16","53","8","6","153.493042","0","410"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","16","6","1","1","9.237415","0","22"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","16","87","1","1","183.616882","0","1825"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","16","127","1","1","276.139557","0","4518"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","16","656","1","1","1187.264771","0","63801"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","16","29","1","1","57.707066","0","415"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","16","4","1","1","5.857303","0","13"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","16","4","1","1","6.231959","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","16","36","1","1","59.500793","0","537"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","16","14","1","1","29.219486","0","118"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","16","4","1","1","7.917997","0","13"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","16","10","1","1","20.473984","0","64"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","16","66","1","1","267.940735","0","1410"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","16","14","1","1","28.391764","0","118"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","16","15","1","1","35.265068","0","141"
"/Interchange/Materials/ThinTranslucentMaterial_SG.ThinTranslucentMaterial_SG","16","22","1","1","133.986588","0","220"
"/Interchange/Materials/SubsurfaceMaterial_SG.SubsurfaceMaterial_SG","16","14","1","1","30.252396","0","118"
"/Interchange/Materials/SheenMaterial_SG.SheenMaterial_SG","16","14","1","1","29.696882","0","97"
"/Interchange/Materials/PBRSurfaceMaterial_SG.PBRSurfaceMaterial_SG","16","14","1","1","28.604551","0","95"
"/Interchange/Materials/ClearCoatMaterial_SG.ClearCoatMaterial_SG","16","14","1","1","30.475235","0","118"
"/Interchange/Materials/ThinTranslucentMaterial_MR.ThinTranslucentMaterial_MR","16","22","1","1","124.863823","0","274"
"/Interchange/Materials/SubsurfaceMaterial_MR.SubsurfaceMaterial_MR","16","14","1","1","28.046394","0","107"
"/Interchange/Materials/SheenMaterial_MR.SheenMaterial_MR","16","14","1","1","28.936947","0","118"
"/Interchange/Materials/ClearCoatMaterial_MR.ClearCoatMaterial_MR","16","14","1","1","33.015785","0","96"
"/Interchange/gltf/M_Unlit.M_Unlit","16","61","6","6","121.743629","0","489"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","16","58","1","1","138.994904","0","1326"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","16","84","1","1","213.375198","0","2870"
"/Interchange/Materials/PBRSurfaceMaterial_MR.PBRSurfaceMaterial_MR","16","14","1","1","28.923670","0","114"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","16","135","7","6","313.376495","0","1650"
"/Interchange/gltf/M_Transmission.M_Transmission","16","50","2","2","279.132263","0","568"
"/Interchange/gltf/M_Sheen.M_Sheen","16","135","6","6","316.981659","0","1570"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","16","135","6","6","318.906433","0","1423"
"/Interchange/gltf/M_Default.M_Default","16","135","14","6","376.068848","0","1217"
"Globals","49","6228","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","1","1","21.240665","0","22"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","1","1","8.152628","0","66"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","6","1","1","3.452556","0","26"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","6","1","1","3.440897","0","26"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","22","1","1","11.294288","0","279"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","1","1","4.826420","0","66"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","8","1","1","4.153250","0","39"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","1","1","3.526687","0","34"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","33","1","1","15.901901","0","584"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","11","1","1","5.762907","0","78"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","1","1","15.579063","0","305"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","6","1","1","0.000000","0","26"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","34","1","1","20.110340","0","604"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","18","1","1","9.879347","0","188"
"/Engine/VREditor/TransformGizmo/Main.Main","49","6","1","1","4.490834","0","26"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","6","1","1","4.597828","0","26"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","48","1","1","17.121767","0","1177"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","7","1","1","0.000000","0","34"
"/Game/Meshes/Workspace/WorkspaceMaterials/woodmat.woodmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/screenBigmat.screenBigmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/ShelfMat.ShelfMat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/trashcanmat.trashcanmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/box3mat.box3mat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/latopmat.latopmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/floormat.floormat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/ladderrungmat.ladderrungmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/bucketmat.bucketmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/LadderMat.LadderMat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/box1mat.box1mat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/wallmat.wallmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/fridgehandlemat.fridgehandlemat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/screenMedmat.screenMedmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/box4mat.box4mat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/box2mat.box2mat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/wall2mat.wall2mat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/screenlaptopmat.screenlaptopmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/buckethookmat.buckethookmat","49","18","1","1","0.000000","0","188"
"/Game/Meshes/Workspace/WorkspaceMaterials/MM_Workspace.MM_Workspace","49","18","1","1","0.000000","0","188"
"/Game/Materials/MM_Floor.MM_Floor","49","18","1","1","0.000000","0","188"
"/Game/Materials/MM_Walls.MM_Walls","49","18","1","1","0.000000","0","188"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","109","1","1","86.479179","0","5977"
"/Game/Materials/NoMat.NoMat","49","18","1","1","9.408701","0","184"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","36","1","1","19.074099","0","621"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","63","1","1","54.373032","0","2030"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","63","1","1","57.253658","0","1918"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","63","1","1","0.000000","0","1918"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","11","1","1","5.765427","0","78"
"/ControlRig/M_Manip.M_Manip","49","11","1","1","5.240325","0","78"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","60","2","2","31.564514","0","1050"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","8","1","1","4.299884","0","43"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","2.501894","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","1","1","3.476798","0","34"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","8","1","1","3.116344","0","43"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","102","1","1","55.653545","0","3271"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","75","7","6","50.121040","0","605"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","159","1","1","86.500687","0","5779"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","886","1","1","425.745483","0","85658"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","35","1","1","16.428087","0","542"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","2.348778","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","48","1","1","17.255569","0","911"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","2.200815","0","26"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","18","1","1","10.962015","0","174"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","1","1","4.012773","0","34"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","1","1","10.707545","0","119"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","71","1","1","62.653858","0","1922"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","18","1","1","9.452247","0","188"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","19","1","1","12.583316","0","206"
"/Interchange/Materials/ThinTranslucentMaterial_SG.ThinTranslucentMaterial_SG","49","26","1","1","56.740646","0","314"
"/Interchange/Materials/SubsurfaceMaterial_SG.SubsurfaceMaterial_SG","49","18","1","1","9.619810","0","122"
"/Interchange/Materials/SheenMaterial_SG.SheenMaterial_SG","49","18","1","1","9.735312","0","145"
"/Interchange/Materials/PBRSurfaceMaterial_SG.PBRSurfaceMaterial_SG","49","18","1","1","9.520152","0","175"
"/Interchange/Materials/ClearCoatMaterial_SG.ClearCoatMaterial_SG","49","18","1","1","9.587633","0","174"
"/Interchange/Materials/ThinTranslucentMaterial_MR.ThinTranslucentMaterial_MR","49","26","1","1","52.858074","0","295"
"/Interchange/Materials/SubsurfaceMaterial_MR.SubsurfaceMaterial_MR","49","18","1","1","9.435929","0","188"
